filename,cell_structure,symmetry_number,space_group_name_Hall,space_group_name_H-M,cell_angle_alpha,cell_angle_beta,cell_angle_gamma,cell_length_a,cell_length_b,cell_length_c
1000400.cif,monoclinic,15,C2/c,C2/c,90.0,101.72,90.0,16.167,11.013,15.09
1000403.cif,triclinic,2,P-1,P-1,65.05,70.26,73.19,5.365,6.95,7.433
1000404.cif,orthorhombic,74,Imma,Imma,90.0,90.0,90.0,7.472,10.928,6.606
1000405.cif,orthorhombic,74,Imma,Imma,90.0,90.0,90.0,7.469,10.927,6.602
1000406.cif,orthorhombic,74,Imma,Imma,90.0,90.0,90.0,7.47,10.93,6.603
1000407.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,5.142,5.142,12.807
1000408.cif,monoclinic,15,C2/c,C2/c,90.0,90.119,90.0,5.138,5.13,12.782
1000409.cif,monoclinic,15,C2/c,C2/c,90.0,90.289,90.0,5.114,5.091,12.688
1000410.cif,monoclinic,15,C2/c,C2/c,90.0,90.355,90.0,5.101,5.074,12.632
1000411.cif,monoclinic,15,C2/c,C2/c,90.0,117.1,90.0,18.17,6.652,10.328
1000414.cif,orthorhombic,50,Pban,Pban,90.0,90.0,90.0,5.468,5.535,12.547
1000415.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,3.924,3.924,28.993
1000416.cif,monoclinic,12,C2/m,C2/m,90.0,102.88,90.0,11.118,3.341,12.287
1000418.cif,cubic,229,Im-3m,Im-3m,90.0,90.0,90.0,10.781,10.781,10.781
1000419.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,12.506,3.641,9.902
1000420.cif,monoclinic,15,C2/c,C2/c,90.0,124.081,90.0,7.753,7.523,7.448
1000421.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,4.197,14.546,5.839
1000422.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,4.184,14.496,5.825
1000423.cif,monoclinic,12,C2/m,C2/m,90.0,107.43,90.0,26.61,7.506,11.602
1000424.cif,monoclinic,12,C2/m,C2/m,90.0,102.67,90.0,16.375,11.233,7.615
1000425.cif,orthorhombic,74,Imma,Imma,90.0,90.0,90.0,6.473,7.853,10.718
1000426.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.525,5.9,9.64
1000427.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,95.176,90.0,6.991,7.959,18.896
1000430.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,103.0,90.0,5.207,12.216,7.037
1000431.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,102.231,90.0,8.312,9.405,14.577
1000432.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,3.066,5.066,9.874
1000433.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,3.074,5.116,9.881
1000439.cif,orthorhombic,57,Pbcm,Pbcm,90.0,90.0,90.0,7.665,7.632,6.279
1000441.cif,orthorhombic,64,Cmce,Cmce,90.0,90.0,90.0,7.848,19.867,10.773
1000442.cif,orthorhombic,33,Pna2_1,Pna2_1,90.0,90.0,90.0,4.844,8.33,8.955
1000447.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,106.72,90.0,7.602,5.766,8.788
1000448.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,106.63,90.0,7.746,5.82,8.898
1000449.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,106.8,90.0,7.749,5.771,8.95
1000453.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,3.659,3.659,6.306
1000454.cif,tetragonal,127,P4/mbm,P4/mbm,90.0,90.0,90.0,5.138,5.138,6.291
1000455.cif,tetragonal,127,P4/mbm,P4/mbm,90.0,90.0,90.0,5.123,5.123,6.282
1000456.cif,orthorhombic,59,Pmmn,Pmmn,90.0,90.0,90.0,7.229,7.225,6.262
1000457.cif,orthorhombic,59,Pmmn,Pmmn,90.0,90.0,90.0,7.212,7.207,6.24
1000460.cif,monoclinic,15,C2/c,C2/c,90.0,107.09,90.0,5.916,10.246,13.415
1000466.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,9.826,9.826,10.106
1000467.cif,trigonal,167,R-3c,R-3c,90.0,90.0,120.0,4.931,4.931,12.446
1000468.cif,trigonal,167,R-3c,R-3c,90.0,90.0,120.0,5.168,5.168,13.438
1000473.cif,monoclinic,12,C2/m,C2/m,90.0,99.676,90.0,6.983,10.519,4.264
1000476.cif,trigonal,167,R-3c,R-3c,57.94,57.94,57.94,5.362,5.362,5.362
1000478.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,97.17,90.0,6.133,7.475,6.142
1000479.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,5.965,5.965,3.699
1000482.cif,tetragonal,84,P4_2/m,P4_2/m,90.0,90.0,90.0,6.703,6.703,5.63
1000483.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,4.055,4.055,12.62
1000484.cif,monoclinic,12,C2/m,C2/m,90.0,133.42,90.0,13.469,4.026,9.448
1000485.cif,tetragonal,141,I4_1/amd,I4_1/amd,90.0,90.0,90.0,6.843,6.843,12.001
1000488.cif,orthorhombic,19,P2_12_12_1,P2_12_12_1,90.0,90.0,90.0,12.026,12.199,4.666
1000489.cif,trigonal,166,R-3m,R-3m,90.0,90.0,120.0,15.744,15.744,12.549
1000490.cif,tetragonal,120,I-4c2,I-4c2,90.0,90.0,90.0,12.448,12.448,12.928
1000491.cif,tetragonal,120,I-4c2,I-4c2,90.0,90.0,90.0,12.435,12.435,12.861
1000492.cif,trigonal,166,R-3m,R-3m,57.45,57.45,57.45,7.31,7.31,7.31
1000493.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.492,10.492,10.492
1000494.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.506,10.506,10.506
1000495.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.525,10.525,10.525
1000496.cif,tetragonal,127,P4/mbm,P4/mbm,90.0,90.0,90.0,5.125,5.125,6.283
1000497.cif,triclinic,2,P-1,P-1,94.24,92.82,116.39,7.032,7.292,7.505
1000498.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,94.568,90.0,5.508,10.958,9.143
1000499.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.277,10.277,10.277
1000500.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,17.005,17.005,6.861
1000501.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,17.006,17.006,6.861
1000502.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,117.8,90.0,10.695,6.32,10.328
1000503.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,3.88,3.88,32.4
1000504.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.22,90.0,5.178,7.51,14.381
1001004.cif,monoclinic,7,Pc,Pc,90.0,90.0,90.0,19.64,9.449,7.389
1001009.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,35.292,17.943,7.746
1001010.cif,orthorhombic,20,C222_1,C222_1,90.0,90.0,90.0,7.551,13.005,7.734
1001017.cif,trigonal,166,R-3m,R-3m,90.0,90.0,120.0,7.486,7.486,43.1
1001018.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,114.68,90.0,8.923,10.221,12.787
1001019.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,9.052,6.676,19.797
1001021.cif,hexagonal,193,P6_3/mcm,P6_3/mcm,90.0,90.0,120.0,7.381,7.381,7.509
1001022.cif,monoclinic,4,P2_1,P2_1,90.0,90.0,98.6,7.8,13.011,5.546
1001024.cif,orthorhombic,33,Pna2_1,Pna2_1,90.0,90.0,90.0,7.82,9.46,7.4
1001030.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.442,10.442,10.442
1001032.cif,orthorhombic,38,Amm2,Amm2,90.0,90.0,90.0,17.65,17.92,3.87
1001034.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.421,10.421,10.421
1001036.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.649,7.739,13.596
1001048.cif,cubic,206,Ia-3,Ia-3,90.0,90.0,90.0,10.453,10.453,10.453
1001049.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.461,8.461,8.461
1001050.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.529,8.529,8.529
1001051.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.595,8.595,8.595
1001052.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.52,10.52,10.52
1001054.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.077,4.077,4.077
1001056.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,5.326,5.383,3.786
1001057.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.5,10.5,10.5
1001058.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.234,10.234,10.234
1001059.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.245,10.245,10.245
1001060.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.279,10.279,10.279
1001061.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.244,10.244,10.244
1001072.cif,tetragonal,81,P-4,P-4,90.0,90.0,90.0,8.19,8.19,8.209
1001073.cif,cubic,222,Pn-3n,Pn-3n,90.0,90.0,90.0,10.99,10.99,10.99
1001080.cif,orthorhombic,57,Pbcm,Pbcm,90.0,90.0,90.0,7.327,37.864,3.84
1001081.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.447,3.797,18.431
1001082.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.474,3.8,18.765
1001083.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.472,3.814,18.943
1001084.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.499,3.812,19.36
1001085.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.456,3.806,18.844
1001086.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.457,3.799,18.919
1001087.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.437,3.797,18.474
1001088.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.451,3.812,19.0
1001090.cif,trigonal,161,R3c,R3c,90.0,90.0,120.0,5.588,5.588,13.867
1001091.cif,tetragonal,136,P4_2/mnm,P4_2/mnm,90.0,90.0,90.0,4.745,4.745,9.305
1001093.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.719,10.719,10.719
1001094.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,8.361,8.361,8.361
1001095.cif,cubic,205,Pa-3,Pa-3,90.0,90.0,90.0,8.301,8.301,8.301
1001096.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.0,112.08,14.391,7.196,6.045
1001097.cif,tetragonal,127,P4/mbm,P4/mbm,90.0,90.0,90.0,6.862,6.862,5.871
1001098.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.357,8.357,8.357
1001099.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.359,8.359,8.359
1001100.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.391,8.391,8.391
1001101.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.378,8.378,8.378
1001106.cif,monoclinic,12,C2/m,C2/m,90.0,101.21,90.0,18.371,3.794,9.199
1001107.cif,monoclinic,12,C2/m,C2/m,90.0,101.28,90.0,18.363,3.791,9.174
1001108.cif,monoclinic,12,C2/m,C2/m,90.0,100.93,90.0,19.073,3.814,9.223
1001109.cif,orthorhombic,55,Pbam,Pbam,90.0,90.0,90.0,6.944,12.756,4.253
1001110.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,111.0,90.0,6.139,7.667,8.901
1001123.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,5.298,5.377,3.774
1001124.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.833,3.833,3.833
1001125.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,3.833,3.833,7.727
1001126.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.54,10.54,10.54
1001127.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,110.0,90.0,8.78,5.17,6.88
1001128.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,8.469,8.469,8.469
1001129.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,3.821,15.641,2.981
1001130.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,3.806,15.692,2.985
1001131.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,9.326,18.412,3.798
1001132.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,8.379,8.379,8.379
1001133.cif,cubic,205,Pa-3,Pa-3,90.0,90.0,90.0,8.25,8.25,8.25
1001134.cif,cubic,205,Pa-3,Pa-3,90.0,90.0,90.0,8.328,8.328,8.328
1001135.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,12.89,12.725,12.654
1001143.cif,orthorhombic,70,Fddd,Fddd,90.0,90.0,90.0,7.28,12.62,16.02
1001145.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,9.151,9.151,9.151
1001149.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.523,10.523,10.523
1001150.cif,orthorhombic,57,Pbcm,Pbcm,90.0,90.0,90.0,12.31,7.19,4.115
1001151.cif,tetragonal,136,P4_2/mnm,P4_2/mnm,90.0,90.0,90.0,4.667,4.667,9.129
1001152.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.395,8.395,8.395
1001153.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.382,8.382,8.382
1001154.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.575,8.575,8.575
1001155.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.276,8.276,8.276
1001156.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.215,8.215,8.215
1001157.cif,orthorhombic,71,Immm,Immm,90.0,90.0,90.0,3.744,11.337,20.047
1001158.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,11.987,15.55,5.32
1001160.cif,tetragonal,83,P4/m,P4/m,90.0,90.0,90.0,17.6,17.6,3.905
1001161.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,119.95,90.0,7.858,9.193,8.189
1001162.cif,hexagonal,189,P-62m,P-62m,90.0,90.0,120.0,7.42,7.42,3.881
1001170.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,108.68,90.0,6.634,12.008,16.08
1001171.cif,orthorhombic,34,Pnn2,Pnn2,90.0,90.0,90.0,10.484,28.898,7.464
1001172.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,5.525,5.525,11.721
1001173.cif,monoclinic,10,P2/m,P2/m,90.0,114.22,90.0,13.991,3.765,8.561
1001174.cif,orthorhombic,70,Fddd,Fddd,90.0,90.0,90.0,7.38,12.78,15.96
1001176.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,5.61,5.61,5.61
1001177.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.37,10.37,10.37
1001178.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.37,10.37,10.37
1001179.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.38,10.38,10.38
1001180.cif,trigonal,148,R-3,R-3,99.01,99.01,99.01,6.228,6.228,6.228
1001181.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,6.914,6.914,11.594
1001182.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,6.756,6.756,11.54
1001183.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.4,10.4,10.4
1001184.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.875,3.875,3.875
1001185.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.88,3.88,3.88
1001186.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,3.96,3.96,3.96
1001187.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.65,8.65,8.65
1001188.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.71,8.71,8.71
1001189.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.76,8.76,8.76
1001190.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.82,8.82,8.82
1001191.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.88,8.88,8.88
1001192.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.94,8.94,8.94
1001193.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.98,8.98,8.98
1001194.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,9.03,9.03,9.03
1001195.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,9.05,9.05,9.05
1001196.cif,tetragonal,121,I-42m,I-42m,90.0,90.0,90.0,5.005,5.005,10.452
1001197.cif,orthorhombic,30,Pnc2,Pnc2,90.0,90.0,90.0,8.862,10.187,7.638
1001198.cif,tetragonal,82,I-4,I-4,90.0,90.0,90.0,15.966,15.966,10.099
1001200.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,3.91,3.91,13.0
1001201.cif,orthorhombic,59,Pmmn,Pmmn,90.0,90.0,90.0,6.407,3.797,14.918
1001202.cif,triclinic,2,P-1,P-1,105.32,111.17,92.94,6.858,11.198,5.673
1001203.cif,cubic,229,Im-3m,Im-3m,90.0,90.0,90.0,7.393,7.393,7.393
1001205.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.521,3.773,16.656
1001206.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.534,3.777,16.675
1001207.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.534,3.776,16.677
1001208.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,8.903,21.16,3.799
1001209.cif,orthorhombic,19,P2_12_12_1,P2_12_12_1,90.0,90.0,90.0,5.285,6.569,17.351
1001211.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.437,10.437,10.437
1001212.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.444,10.444,10.444
1001213.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.444,10.444,10.444
1001214.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.443,10.443,10.443
1001216.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.603,10.603,10.603
1001218.cif,orthorhombic,65,Cmmm,Cmmm,90.0,90.0,90.0,28.11,7.503,7.548
1001219.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,3.066,5.066,9.874
1001221.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.132,12.181,5.658
1001222.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.226,12.321,5.724
1001223.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,10.54,10.54,10.54
1001224.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,9.312,5.755,5.105
1001231.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.398,8.398,8.398
1001232.cif,cubic,227,Fd-3m,Fd-3m,90.0,90.0,90.0,8.425,8.425,8.425
1001234.cif,monoclinic,4,P2_1,P2_1,90.0,96.18,90.0,6.566,5.285,20.573
1001235.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,6.611,8.88,30.154
1001236.cif,monoclinic,15,C2/c,C2/c,90.0,126.42,90.0,10.743,14.084,8.852
1001237.cif,monoclinic,13,P2/c,P2/c,90.0,93.89,90.0,16.194,3.772,17.095
1001250.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.068,12.324,5.706
1001251.cif,monoclinic,15,C2/c,C2/c,90.0,90.0,90.0,9.84,5.81,20.65
1001252.cif,monoclinic,12,C2/m,C2/m,90.0,97.2,90.0,6.66,5.348,27.06
1001254.cif,triclinic,2,P-1,P-1,91.456,90.728,95.15,37.609,6.922,6.923
1001255.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,18.315,24.506,7.296
1001257.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,90.0,107.8,12.425,7.511,5.653
1001269.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,111.29,90.0,10.0,9.959,7.315
1001270.cif,monoclinic,12,C2/m,C2/m,90.0,120.19,90.0,20.351,3.801,11.882
1001271.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,99.64,90.0,17.788,5.277,6.607
1001272.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,93.47,90.0,23.775,5.291,6.588
1001273.cif,orthorhombic,51,Pmma,Pmma,90.0,90.0,90.0,8.859,10.039,3.808
1001280.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.444,3.801,18.86
1001286.cif,orthorhombic,55,Pbam,Pbam,90.0,90.0,90.0,9.844,17.752,4.095
1001287.cif,orthorhombic,55,Pbam,Pbam,90.0,90.0,90.0,10.045,18.32,4.128
1001291.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,3.865,3.865,19.887
1001293.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,3.825,3.825,19.404
1001294.cif,monoclinic,9,Cc,Cc,90.0,101.3,90.0,8.286,9.408,7.987
1001295.cif,monoclinic,9,Cc,Cc,90.0,99.8,90.0,8.243,9.334,7.516
1001296.cif,monoclinic,9,Cc,Cc,90.0,100.3,90.0,8.077,9.088,7.534
1001297.cif,monoclinic,9,Cc,Cc,90.0,100.8,90.0,7.969,8.984,7.554
1001306.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,9.317,5.752,5.105
1001307.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,9.315,5.747,5.102
1001308.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,9.306,5.742,5.097
1001309.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,9.298,5.736,5.092
1001310.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,9.287,5.731,5.089
1001311.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,9.274,5.727,5.085
1001312.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,9.266,5.72,5.08
1001313.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,9.259,5.714,5.075
1001314.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,9.261,5.707,5.074
1001315.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,9.254,5.699,5.073
1001316.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,9.247,5.689,5.072
1001318.cif,hexagonal,186,P6_3mc,P6_3mc,90.0,90.0,120.0,4.466,4.466,7.302
1001319.cif,hexagonal,186,P6_3mc,P6_3mc,90.0,90.0,120.0,4.422,4.422,7.24
1001320.cif,cubic,205,Pa-3,Pa-3,90.0,90.0,90.0,12.955,12.955,12.955
1001321.cif,cubic,205,Pa-3,Pa-3,90.0,90.0,90.0,12.884,12.884,12.884
1001322.cif,cubic,205,Pa-3,Pa-3,90.0,90.0,90.0,12.843,12.843,12.843
1001323.cif,cubic,205,Pa-3,Pa-3,90.0,90.0,90.0,12.521,12.521,12.521
1001327.cif,tetragonal,127,P4/mbm,P4/mbm,90.0,90.0,90.0,6.695,6.695,5.819
1001331.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,13.061,12.319,5.296
1001335.cif,orthorhombic,19,P2_12_12_1,P2_12_12_1,90.0,90.0,90.0,5.293,6.56,23.549
1001336.cif,orthorhombic,19,P2_12_12_1,P2_12_12_1,90.0,90.0,90.0,5.294,6.553,29.7
1001337.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,7.63,10.923,13.609
1001338.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,105.08,90.0,7.43,8.7,10.668
1001339.cif,orthorhombic,69,Fmmm,Fmmm,90.0,90.0,90.0,5.802,5.969,11.699
1001342.cif,orthorhombic,57,Pbcm,Pbcm,90.0,90.0,90.0,8.836,9.255,12.288
1001344.cif,trigonal,167,R-3c,R-3c,90.0,110.05,90.0,14.584,8.416,14.18
1001345.cif,monoclinic,15,C2/c,C2/c,90.0,122.18,90.0,12.504,4.183,10.453
1001347.cif,monoclinic,5,C2,C2,90.0,96.97,90.0,16.512,8.169,6.582
1001349.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,17.64,9.176,12.3
1001350.cif,orthorhombic,57,Pbcm,Pbcm,90.0,90.0,90.0,8.831,9.237,12.305
1001351.cif,trigonal,166,R-3m,R-3m,90.0,90.0,120.0,3.911,3.911,17.857
1001352.cif,orthorhombic,55,Pbam,Pbam,90.0,90.0,90.0,5.523,10.761,3.811
1001353.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,6.639,8.957,21.145
1001355.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.713,10.329,13.947
1001356.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,7.579,11.321,15.259
1001359.cif,orthorhombic,57,Pbcm,Pbcm,90.0,90.0,90.0,10.712,5.78,6.862
1001360.cif,orthorhombic,57,Pbcm,Pbcm,90.0,90.0,90.0,9.747,7.315,7.911
1001361.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,17.64,9.176,12.3
1001365.cif,tetragonal,127,P4/mbm,P4/mbm,90.0,90.0,90.0,10.846,10.846,3.863
1001369.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,111.868,90.0,7.42,8.108,9.76
1001370.cif,trigonal,146,R3,R3,90.0,90.0,120.0,5.172,5.172,13.847
1001371.cif,orthorhombic,33,Pna2_1,Pna2_1,90.0,90.0,90.0,17.407,11.344,7.296
1001372.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,10.384,7.122,5.593
1001373.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,3.844,3.844,15.88
1001374.cif,triclinic,2,P-1,P-1,66.407,83.264,87.579,6.548,6.544,6.574
1001375.cif,triclinic,2,P-1,P-1,101.217,84.191,89.319,5.323,7.58,7.117
1001376.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,3.91,3.91,11.706
1001377.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,3.863,3.863,11.626
1001378.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,3.858,3.858,11.585
1001379.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,3.862,3.862,11.673
1001380.cif,monoclinic,15,C2/c,C2/c,56.488,55.588,68.868,8.846,8.846,10.01
